trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image,text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image_2.started,text_4.started,button.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.609151399999973,9.62039910000749,9.62039910000749,space,0.598980599999777,,,,665882,001,2023-02-21_11h09.00.681,SEAL_LandmarkPoint,2022.2.5,60.00920541583842,
,,,,,,,,,,10.693819899999653,10.693819899999653,10.693819899999653,,,,,,,
