image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image_2.started,text_4.started,text_5.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.9175870999999916,9.923170300000038,9.923170300000038,9.923170300000038,space,4.32155089999992,,,,,,,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark12_statue.jpeg,0,0,0,0,,,,,,,14.655696599999942,14.655696599999942,14.655696599999942,14.655696599999942,space,4.112420400000019,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark11_painting.jpeg,0,1,1,1,,,,,,,19.295738700000015,19.295738700000015,19.295738700000015,19.295738700000015,space,0.8313033000000587,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark7_painting.jpeg,0,2,2,2,,,,,,,20.492617600000017,20.492617600000017,20.492617600000017,20.492617600000017,space,1.180409900000086,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark8_painting.jpeg,0,3,3,3,,,,,,,22.193482700000004,22.193482700000004,22.193482700000004,22.193482700000004,space,0.6166158000000905,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark9_painting.jpeg,0,4,4,4,,,,,,,23.321140899999932,23.321140899999932,23.321140899999932,23.321140899999932,space,0.5790593000000399,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark10_statue.jpeg,0,5,5,5,,,,,,,24.259331599999996,24.259331599999996,24.259331599999996,24.259331599999996,space,0.6042309000000614,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark3_WaterFountain.jpeg,0,6,6,6,,,,,,,25.232699199999956,25.232699199999956,25.232699199999956,25.232699199999956,space,1.2817059999999856,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark6_map.jpeg,0,7,7,7,,,,,,,27.12368409999999,27.12368409999999,27.12368409999999,27.12368409999999,space,0.5021444999999858,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark1_book.jpeg,0,8,8,8,,,,,,,28.00835369999993,28.00835369999993,28.00835369999993,28.00835369999993,space,0.8943490000000338,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark4_vase.jpeg,0,9,9,9,,,,,,,29.445090400000026,29.445090400000026,29.445090400000026,29.445090400000026,space,0.6074915000000374,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark2_painting.jpeg,0,10,10,10,,,,,,,30.38239329999999,30.38239329999999,30.38239329999999,30.38239329999999,space,0.733833699999991,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
PointingImages/Landmark5_painting.jpeg,0,11,11,11,,,,,,,31.82484290000002,31.82484290000002,31.82484290000002,31.82484290000002,space,0.4673149000000194,,,284850,001,2023-02-20_12h47.27.717,SEAL_LandmarkPoint,2022.2.5,60.06586823110118,
,,,,,,,,,,,,,,,,,32.3057129,34.30579399999999,,,,,,,
